location,price,floor_size,bathrooms,bedrooms,parking
Cape Town City Centre,1895000,76,1,1,None
Meadowridge,3650000,815,3,4,3
Sea Point,2650000,70,1,2,None
Pelican Park,1395000,267,2,4,2
Surrey Estate,1995000,None,3,4,6
Green Point,3395000,84,2,2,1
Silvertree Estate,8450000,722,2.5,3,2
Constantia,11500000,2 920,4,5,9
Maitland,731000,50,1,2,1
Southfield,1600000,210,1,3,2
De Waterkant,3590000,99,2,2,2
Gardens,4465000,219,2,3,2
Cape Town City Centre,4150000,109,1,2,1
Frogmore Estate,2393000,496,3,4,1
Cape Town City Centre,4750000,129,1,1,2
Capricorn,895000,60,1,1,1
Observatory,2480000,541,2,5,3
Tamboerskloof,3295000,82,1,2,2
Plumstead,1750000,121,2,3,2
Pelican Park,2800000,342,None,None,None
Vredehoek,4995000,210,2,3,2
Sea Point,3100000,72,1,1,None
Surrey Estate,1600000,None,2,4,1
Sea Point,4500000,80,1.5,2,1
Llandudno,31995000,361,3.5,3,4
Gardens,2675000,97,2,2,2
Woodstock,1695000,None,2,2,1
Kenilworth,1350000,47,1,1,1
Observatory,3300000,75,2,2,1
Constantia,22995000,1 207,3,3,3
Stonehurst Mountain Estate,4650000,300,2,3,2
Muizenberg,880000,45,1,2,1
Claremont,1275000,45,1,1,1
Oranjezicht,2200000,61,1,1,None
Cape Town City Centre,3895000,None,2.5,2,1
Muizenberg,1200000,200,1,2,1
Gardens,2450000,None,None,None,None
Observatory,2250000,245,1,2,2
Pinelands,1395000,70,1,2,None
Woodstock,1850000,42,1,1,1
Green Point,2495000,75,1,2,1
Constantia,8900000,2 676,2,3,8
Foreshore,3300000,80,1,1,1
Rondebosch,1325000,40,1,0.5,1
Cape Town City Centre,4995000,138,2,2,2
Sea Point,5895000,118,2,2,2
Tamboerskloof,25500000,498,5,5,2
Rondebosch,7950000,None,4,5,2
Green Point,2995000,82,1,2,2
Gardens,1950000,69,1,2,2
Vredehoek,1150000,49,1,1,None
Muizenberg,2800000,85,2,3,2
Kenilworth,2499999,115,1.5,2,2
Pinelands,2795000,838,2,4,2
Constantia,17950000,1 521,4,5,2
Kenilworth,1595000,79,1,2,2
Muizenberg,1600000,None,1,2,2
Constantia,7250000,1 425,5,5,7
Gardens,2495000,72,2,2,2
Mouille Point,5995000,72,1,1,1
Oranjezicht,6950000,241,2,3,1
Pinelands,750000,38,1,1,1
Cape Town City Centre,2850000,97,2,2,1
Bantry Bay,7500000,278,3,3,2
Cape Town City Centre,1299995,None,1,1,1
Woodstock,2000000,66,1,2,1
Sea Point,3290000,91,1,2,1
Plumstead,2450000,520,2,4,2
Nyanga,580000,275,2,2,1
Heathfield,2150000,370,2,4,2
Seawinds,695000,176,1,2,2
Kenilworth,3500000,790,2,3,4
Sea Point,10995000,211,2,2,3
Tokai,1895000,80,2,3,2
Woodstock,3695000,144,1,2,1
Rondebosch,2295000,95,1,3,1
Sea Point,3850000,106,1,2,1
Thornton,2049000,603,2,3,4
Observatory,1995000,101,1,1,None
Belhar,700000,None,1,2,1
Diep River,2495000,96,2,2,1
Sea Point,3390000,91,1,2,1
Plumstead,1550000,None,2,2,1
Bakoven,15995000,None,2,2,1
Constantia,8990000,3 283,3,4,2
Fresnaye,10995000,328,3,2,4
Sea Point,4950000,106,2,2,2
Rondebosch East,1250000,None,1,2,1
Green Point,3950000,103,2,2,2
Sea Point,17500000,406,3.5,3,2
Rosebank,3295000,133,2.5,3,2
Tokai,2995000,148,3,4,2
Sea Point,1800000,42,1,0.5,1
Cape Town City Centre,11250000,170,3,3,2
Constantia,6300000,415,3,3,2
Diep River,1150000,79,1,2,2
Salt River,2200000,141,1,2,2
Bakoven,23000000,289,3,3,2
Rondebosch,6900000,250,2.5,4,3
Kenilworth,2995000,77,2,2,2
Constantia,11520000,659,4,3,2
Vredehoek,3195000,106,2,3,2
Muizenberg,2430000,149,2,3,None
Belhar,730000,45,1,2,1
Cape Town City Centre,1995000,37,1,1,1
Sea Point,2750000,97,1,2,1
Vredehoek,1990000,73,2,2,1
Green Point,2950000,56,1,1,None
Cape Town City Centre,1715000,35,1,None,1
Tamboerskloof,2800000,74,1,2,1
Constantia,19950000,2 000,4,4,2
Sea Point,3295000,61,1,2,None
Zonnebloem,1350000,63,1,2,1
Clifton,16500000,205,2,2,2
Newlands,8950000,495,2,4,2
Fresnaye,6750000,173,2.5,2,2
Green Point,7500000,300,7,7,3
Clifton,24990000,221,2.5,3,None
Gardens,1595000,31,1,None,None
Tokai,1595000,69,1,2,1
Claremont,5995000,548,7,6,3
Constantia,4750000,700,3,4,4
Cape Town City Centre,3395000,100,2,2,2
Green Point,4950000,122,2,2,2
Green Point,2995000,81,1.5,2,2
Woodstock,2395000,67,2,2,1
Muizenberg,1450000,None,2,3,1
Rondebosch,3995000,496,3,3,4
Salt River,1399000,66,1,1,2
Sea Point,6850000,211,2.5,3,2
Bantry Bay,25500000,305,3.5,4,2
Claremont,2200000,165,2,3,2
Bonteheuwel,599000,None,2,3,1
Diep River,1075000,85,1,2,1
Camps Bay,3200000,59,1,1,1
Cape Town City Centre,1895000,73,1,1,1
Cape Town City Centre,2795000,84,2,2,1
Green Point,3350000,71,1,1,1
Sea Point,8999000,204,2,3,2
Constantia,5950000,1 650,3.5,4,5
Waterfront,14500000,152,2.5,2,2
Observatory,2900000,90,2,3,1
Cape Town City Centre,1595000,42,1,None,None
Mouille Point,3995000,81,1,2,None
Newlands,6250000,114,2,3,None
Plumstead,2495000,495,2,3,1
De Waterkant,3450000,76,1,2,1
Green Point,2250000,51,1,1,None
Cape Town City Centre,4400000,150,1,2,2
Foreshore,3950000,95,2,2,1
Cape Town City Centre,2500000,49,1,1,1
Thornton,740000,60,1,2,None
Cape Town City Centre,5100000,96,1,1,1
Bantry Bay,33250000,293,3,3,3
Claremont Upper,3695000,100,2,3,2
Cape Town City Centre,2595000,None,2,2,None
Mouille Point,2100000,60,1,1,None
Nyanga,450000,None,1,2,None
Mouille Point,2895000,47,1,1,1
Newlands,3850000,635,2,3,2
Sea Point,5750000,139,2,2,2
Lakeside,2795000,628,2,3,8
Observatory,2380000,190,1,3,2
Zonnebloem,3879000,99,2,2,1
Kalk Bay,6950000,116,2,2,2
Constantia,11950000,2 743,4.5,5,2
Observatory,2150000,77,2,2,1
Ottery,1199000,None,2,2,1
Waterfront,13750000,149,2,2,2
Seawinds,799000,240,1,3,2
Cape Town City Centre,5175000,164,2,2,2
Muizenberg,2850000,192,3,3,2
Constantia,9900000,2 135,4,4,3
Stonehurst Mountain Estate,13995000,1 029,3.5,4,11
Rondebosch Village,1350000,39,1,1,1
Bishopscourt,12900000,3 501,4,6,2
Vredehoek,2099999,78,1,1,1
Claremont Upper,5800000,222,3,2,1
Clifton,28000000,597,5,5,2
Sea Point,3725000,98,2,2,1
Muizenberg,1450000,110,2,3,1
Woodstock,1995000,86,1,2,None
Camps Bay,18950000,1 750,2,4,2
Claremont Upper,8500000,497,3,3,2
Sea Point,8795000,168,2.5,3,2
Llandudno,29500000,991,3,4,2
De Waterkant,10950000,223,2.5,2,2
Camps Bay,7950000,129,2.5,2,2
Nieuwe Steenberg,9800000,482,4.5,3,5
Sea Point,2725000,43,1,1,1
Claremont Upper,6450000,858,3,4,2
Woodstock,1580000,127,2,3,None
Westlake,850000,130,2,2,1
Sea Point,5250000,98,1,1,1
Newlands,6850000,249,3.5,3,2
Kenilworth Upper,8450000,975,5,5,8
Muizenberg,1380000,61,1,1,1
Wynberg Upper,1295000,87,1,2,2
Tamboerskloof,6995000,266,3,3,None
Kenilworth,1099000,None,1,2,1
Tamboerskloof,2550000,76,1,2,None
Costa Da Gama,1099000,172,1,2,2
Rosebank,1900000,78,1,2,2
Newlands,1500000,35,1,1,1
Constantia,7500000,2 065,1,3,2
Green Point,6990000,97,2,2,2
Camps Bay,5000000,90,1,2,1
Wynberg Upper,1395000,64,1,2,1
Pinelands,692000,28,1,1,1
Cape Town City Centre,3795000,87,2,2,4
Gardens,5290000,244,2,3,None
Three Anchor Bay,2950000,86,1,2,None
Diep River,2999000,494,3,4,3
Newlands,10950000,187,3,3,2
Bo Kaap,9400000,535,1,4,5
Green Point,4600000,90,1,2,2
Bantry Bay,9500000,653,3,3,4
Claremont,1975000,76,1,2,2
Sea Point,16000000,186,3.5,3,2
Cape Town City Centre,2195000,77,1,1,1
Cape Town City Centre,1795000,41,1,0.5,1
Cape Town City Centre,2250000,47,1,1,1
Kalk Bay,3350000,113,1.5,2,1
Gardens,4390000,87,2,2,None
Camps Bay,29500000,459,3.5,3,3
Woodstock,1295000,60,1,1,1
Kalk Bay,7950000,218,2,2,2
Sea Point,15995000,198,2.5,3,4
Camps Bay,12850000,316,3.5,4,4
Green Point,14500000,168,2,2,2
Newlands,5600000,300,4,3,2
Pinelands,1550000,48,1,1,1
Rondebosch,1150000,45,1,1,1
Rondebosch,1150000,45,1,1,1
Wynberg,540000,None,1,2,1
Gardens,3950000,None,1,None,None
Green Point,2900000,78,1,2,2
Constantia,7499000,2 065,1,3,3
Cape Town City Centre,2195000,42,1,1,1
Sea Point,2025000,56,1,1,1
Sea Point,5995000,381,3,9,None
Cape Town City Centre,20500000,393,3,3,2
Cape Town City Centre,7995000,128,4,3,2
Kalk Bay,3450000,176,2,2,1
Mouille Point,3750000,93,2,2,None
Fresnaye,2995000,63,1,1,1
Mouille Point,6995000,82,1.5,1,None
Lotus River,459000,29,1,1,1
Gardens,1595000,31,1,None,None
Cape Town City Centre,3500000,94,1,1,None
Constantia,19900000,3 827,4.5,7,8
Observatory,3219000,69,2,2,None
Constantia,3595000,154,2,3,8
Cape Town City Centre,1499000,42,1,1,None
St James,8250000,760,3,4,1
Oranjezicht,2250000,64,1,1,None
Kenilworth Upper,1495000,47,1,1,1
Woodstock,1385000,None,1,2,1
Cape Town City Centre,1850000,45,1,1,1
Observatory,2100000,128,1,2,None
Three Anchor Bay,5650000,112,2,3,1
Woodstock,2050000,68,1,2,2
Camps Bay,17995000,None,4,4,2
Constantia,75000000,9 105,12,12,None
Wynberg Upper,6500000,900,2,3,2
Constantia,6750000,1 500,2,2,None
Walmer Estate,4200000,311,4.5,6,4
Bishopscourt,29000000,3 664,8,8,12
Sea Point,2400000,48,1,1,None
Tamboerskloof,12250000,171,2,2,1
Camps Bay,29490000,329,6,6,2
Maitland,635000,56,1,2,1
Heathfield,2299000,762,3,5,3
Cape Town City Centre,1299995,None,1,1,1
Sea Point,1275000,24,1,1,None
Oranjezicht,2500000,None,1,2,1
Zonnebloem,1950000,None,2,2,1
Muizenberg,860000,45,1,2,1
Sea Point,2932500,51,1,1,1
Cape Town City Centre,5195000,93,None,2,None
None,,None,None,None,None
Walmer Estate,6995000,402,3,3,4
Retreat,1695000,None,2,5,None
Kenilworth,2495000,263,1,3,1
Sea Point,4550000,104,1.5,2,1
Constantia,11500000,2 032,5,7,8
Kirstenhof,2095000,87,1,3,2
Sea Point,2195000,50,1,1,None
Rondebosch,3995000,319,2.5,3,5
Cape Town City Centre,4250000,109,1.5,2,1
Plumstead,1925000,284,2,3,2
Camps Bay,11250000,744,2.5,4,2
Rondebosch,1750000,83,1,2,1
Green Point,4600000,165,5,7,None
Rondebosch,1550000,62,1,1,None
Marina Da Gama,2180000,312,1,2,2
Sea Point,1525000,44,1,0.5,None
Sea Point,11995000,240,3,3,2
Claremont Upper,960000,36,1,0.5,None
Woodstock,2450000,117,2,1,2
Wynberg Upper,1269000,None,1,1,1
Claremont,3900000,496,2,5,7
Woodstock,3395000,323,2,3,1
Kenilworth,2550000,245,2,3,2
Muizenberg,1455000,65,1,1,1
Plumstead,2295000,565,2,3,3
Pinelands,2995000,870,1,3,2
Wynberg Upper,2850000,146,3,3.5,3
Observatory,2995000,149,6,6,2
Claremont Upper,1400000,41,1,1,1
Fresnaye,5800000,108,2,3,2
Newlands,2495000,103,1,2,2
Claremont Upper,9900000,714,2,4,4
Cape Town City Centre,2499000,66,2,2,1
Stonehurst Mountain Estate,6750000,614,3.5,3,5
Lakeside,2695000,596,2,2,1
Oranjezicht,1450000,40,1,1,1
Fresnaye,5500000,155,2,3,2
Sea Point,11995000,213,2,2,2
Claremont,4995000,498,2,1,10
Tokai,4150000,496,2,2,2
Cape Town City Centre,1350000,43,1,0.5,None
Pinelands,1650000,82,1.5,2,1
Sea Point,4595000,106,2,2,None
Cape Town City Centre,2550000,92,2,2,1
Retreat,1750000,446,1,3,2
Sea Point,1595000,51,1,1,1
Pinelands,1650000,82,1,2,1
Rondebosch,1795000,88,1,2,1
Zonnebloem,1685000,60,1,2,None
Clifton,55000000,347,4,4,3
Muizenberg,5995000,495,2,4,7
Rosebank,995000,53,1,2,None
Kenilworth Upper,6700000,957,4.5,6,4
Wynberg,1499000,171,2,4,2
Gardens,3500000,76,2,2,1
Green Point,12750000,None,3.5,3,2
Observatory,1795000,65,2,2,1
Grassy Park,955000,44,1,2,1
Rondebosch,4795000,644,3,4,4
Oranjezicht,4000000,169,2,2,None
Sea Point,2995000,94,1.5,2,1
Woodstock,6395000,237,None,None,2
Cape Town City Centre,1300000,42,1,1,None
Claremont Upper,2400000,61,1,1,1
Claremont Upper,1195000,None,1,1,1
Diep River,901320,42,1,1,1
Penlyn Estate,2350000,496,2,6,4
De Waterkant,7795000,98,2,2,2
Green Point,3600000,97,1,2,1
Observatory,2295000,56,2,2,1
Claremont Upper,2495000,94,1.5,2,1
Montevideo,1300000,504,3,5,6
Vredehoek,5950000,394,1,2,1
Sea Point,3750000,None,1,2,1
Wynberg Upper,835000,42,1,1,1
Cape Town City Centre,1850000,56,2,2,1
Pinati,1849000,535,1,3,2
Green Point,8995000,266,3,4,2
Gardens,3750000,150,3,2,2
Plumstead,800000,45,1,None,1
Sea Point,8700000,166,2.5,2,2
Sea Point,14750000,202,4,4,3
Rondebosch,2100000,87,1.5,3,1
Sea Point,3195000,92,1,2,2
Camps Bay,13995000,None,4,4,2
Kenilworth,1350000,73,1,2,1
Oranjezicht,3950000,100,2,2,1
Observatory,2400000,190,2,3,None
Zonnebloem,1780000,75,2,2,2
Harfield Village,2750000,337,1,2,3
Sea Point,3240000,92,2,2,1
Kenilworth,1650000,83,1,2,1
Oranjezicht,1895000,40,1,0.5,None
Green Point,2550000,44,None,None,None
De Waterkant,3500000,118,2,2,2
Mountview,1559000,247,2,3,1
Sea Point,7350000,240,3.5,4,2
Pinelands,1495000,73,1,1,1
De Waterkant,2750000,64,1,1,2
Marina Da Gama,3500000,557,2,3,2
Claremont Upper,9450000,1 154,4.5,4,2
Kirstenhof,3595000,833,2.5,3,2
Fresnaye,3700000,58,1,1,1
Kenilworth,2645000,366,2,3,2
Pinelands,3595000,748,3,4,3
Sybrand Park,2600000,762,2,4,6
Observatory,2550000,373,2.5,5,2
Plumstead,1695000,None,1,2,None
Cape Town City Centre,1900000,71,1,1,1
Vredehoek,3865000,101,2,2,2
Claremont Upper,6500000,612,2.5,3,2
Belhar,700000,275,1,3,1
Wynberg,1100000,102,1,2,1
Kenilworth,1800000,None,2,None,1
Woodstock,899999,119,1,2,None
Three Anchor Bay,1750000,59,1,1,1
Kenilworth,3475000,359,2,4,3
Camps Bay,17000000,326,3.5,3,1
Gardens,1995000,49,1,1,1
Bishopscourt Village,5200000,450,2.5,3,3
Llandudno,17995000,991,5,5,3
Observatory,2550000,173,3,3,None
Bergvliet,3150000,969,2,4,2
Fresnaye,10850000,164,3,2,2
Wynberg,1650000,240,2,2.5,2
Sea Point,4995000,143,2.5,3,2
Observatory,3100000,210,3,4,None
Salt River,2750000,94,2,6,None
Claremont,3495000,621,4,6,1
Kenilworth,2150000,96,2,2,2
De Waterkant,4995000,118,2,3,2
Cape Town City Centre,1399000,41,1,0.5,None
De Waterkant,3000000,76,1,2,1
Muizenberg,1295000,166,2,2,2
De Waterkant,2950000,58,1,1,1
Cape Town City Centre,2350000,42,1,0.5,1
Sea Point,1995000,58,1,1,None
Woodstock,1500000,268,1,3,None
Kenilworth,2950000,495,1,3,2
Cape Town City Centre,8500000,230,3,3,1
Pelican Park,980000,300,2,3,1
Fresnaye,2150000,51,1,1,1
Zonnebloem,1599999,65,1,2,1
Marina Da Gama,1130000,69,1,2,1
Constantia,4650000,1 317,3,4,4
Claremont,5995000,740,2,4,4
Cape Town City Centre,2250000,47,1,1,1
Southfield,800000,71,1,1,1
Kenilworth Upper,6950000,938,3,4,6
Elfindale,2895000,660,3,4,7
Marina Da Gama,2390000,333,3,3,1
Newlands,5795000,195,2.5,3,2
Newlands,6750000,776,2,4,5
Claremont Upper,5750000,362,2,3,2
Kenilworth Upper,2350000,67,2,2,1
Sea Point,10995000,161,3,3,2
Claremont Upper,2999000,93,2,2,None
Plumstead,1100000,65,1,1,1
Bantry Bay,2850000,79,1.5,2,1
Cape Town City Centre,2195000,42,1,1,None
Gardens,1350000,42,1,None,None
Sea Point,3800000,68,2,2,None
Marina Da Gama,2250000,221,2,3,2
Lakeside,13000000,1 549,9,10,10
Camps Bay,8995000,208,3,3,6
Vredehoek,5250000,163,2,2,1
Sea Point,3500000,100,2,2,1
Claremont Upper,3500000,118,1.5,1,2
Woodstock,1350000,None,1,1,1
Bantry Bay,19995000,178,2.5,2,None
Costa Da Gama,860000,45,1,2,1
Tamboerskloof,3100000,116,1,3,1
Mowbray,1300000,40,1,0.5,1
Costa Da Gama,1250000,None,2,3,3
Gardens,1390000,43,1,0.5,None
Muizenberg,1390000,None,3,3,2
Kenilworth Upper,7900000,1 011,4,5,3
Constantia,7995000,1 552,4.5,7,2
Wynberg Upper,5500000,430,3,3,2
Southfield,2450000,576,2,6,5
Stonehurst Mountain Estate,8750000,560,5,4,6
Bantry Bay,24995000,183,3.5,3,2
De Waterkant,3250000,67,1,1,1
Constantia,8495000,1 499,3.5,5,6
Kenilworth,1179000,None,1,2,1
Camps Bay,19995000,1 041,3.5,4,2
Green Point,1999000,65,1,1,1
Kalk Bay,4800000,199,2,3,None
Sea Point,10950000,166,2.5,2,2
Claremont Upper,6995000,496,3,3,2
Observatory,3250000,392,2,5,1
Cape Town City Centre,1595000,46,1,1,None
Marina Da Gama,3950000,640,4.5,5,4
Sea Point,2250000,47,1,0.5,1
Cape Town City Centre,1950000,38,1,0.5,1
Cape Town City Centre,1150000,43,1,None,None
Vredehoek,1850000,73,1.5,2,1
Green Point,2950000,46,1,1,1
Constantia,6900000,1 610,3,4,8
Pelican Park,499000,None,1,2,1
Mouille Point,9995000,190,2.5,2,2
Constantia,31500000,4 006,6,6,4
Cape Town City Centre,1775000,45,1,1,1
Cape Town City Centre,6800000,128,2,2,1
Pelican Park,579000,56,1,2,1
Steenberg Golf Estate,14995000,1 041,3,3,4
Newlands,3950000,350,3,3,4
Observatory,2495000,None,3,3,2
Langa,850000,None,2,4,1
Cape Town City Centre,4200000,121,2,2,1
Sea Point,2350000,62,1,1,None
Costa Da Gama,899000,None,1,2,1
Sea Point,3500000,117,2,2,1
Maitland,770000,48,1,2,1
Sea Point,6950000,258,2,3,2
Sea Point,3995000,94,2,2,1
Waterfront,7950000,116,1,1,2
Foreshore,2800000,55,1,1,1
Wynberg Upper,1200000,None,1,1,None
Green Point,3648000,64,1,1,None
Green Point,6250000,258,2,3,1
Gardens,2250000,74,1,2,None
Bergvliet,4975000,726,3,4,5
Rondebosch,1550000,45,1,1,1
Rondebosch,1595000,75,1,2,1
Newlands,6250000,625,3,4,3
Woodstock,1990000,113,1,2,None
Cape Town City Centre,1395000,43,1,1,1
Wynberg Upper,1390000,77,1,1,2
Newlands,3950000,130,2.5,3,4
Sea Point,5500000,117,1,1,1
Rondebosch,3950000,740,3,3,3
Cape Town City Centre,1460000,43,1,None,None
Cape Town City Centre,2795000,77,1,1,1
Fresnaye,8500000,None,3.5,4,2
Muizenberg,1450000,208,2,3,3
Steenberg,530000,185,1,1,None
Sea Point,7750000,174,2,3,1
Claremont,4290000,484,2,4,2
Vredehoek,3995000,239,2,3,1
Claremont Upper,1450000,89,1,1,1
Cape Town City Centre,1600000,43,1,None,None
De Waterkant,2500000,45,1,1,1
Green Point,6750000,155,2.5,3,2
Camps Bay,11500000,690,6.5,7,9
Sea Point,1800000,68,1,1,None
Sea Point,4995000,99,2.5,2,2
Sea Point,13950000,147,2,2,None
Green Point,4500000,85,2,2,2
De Waterkant,6325000,66,2,2,None
Cape Town City Centre,2980000,88,2,2,2
Woodstock,1295000,61,1,2,1
Bantry Bay,6699000,157,2,3,2
Oranjezicht,12300000,668,5,9,4
Plumstead,2699000,458,2,3,4
Woodstock,3750000,308,1,3,None
Claremont Upper,14995000,649,4,4,6
Rondebosch,7700000,991,5,4,2
Woodstock,1350000,58,1,1,1
Oranjezicht,2000000,47,1,1,1
Kenilworth Upper,7950000,826,5,5,3
Gardens,1750000,57,1,1,1
Three Anchor Bay,2650000,86,1,2,None
Green Point,9950000,200,2,2,2
Camps Bay,22995000,282,3,3,2
Sea Point,9995000,145,3,3,2
De Waterkant,3500000,93,2,2,1
Plumstead,3395000,700,3,4,2
Foreshore,4200000,86,2,2,1
Waterfront,45000000,491,3.5,3,3
Newlands,2450000,54,1,1,1
Green Point,3200000,116,2,2,None
Camps Bay,21950000,515,4.5,4,2
Rondebosch,3995000,679,3,4,3
Rondebosch,1600000,45,1,1,None
Sea Point,5500000,216,2,2,2
Claremont Upper,15950000,1 013,4.5,5,7
Cape Town City Centre,2500000,63,1.5,1,1
Wynberg Upper,1950000,84,1,2,1
Kenilworth Upper,4295000,343,2,3,4
Newlands,5500000,622,4,4,4
Oranjezicht,10900000,713,2,4,5
Three Anchor Bay,7800000,443,4,4,2
St James,6500000,296,4,4,2
Cape Town City Centre,1250000,33,1,None,None
Camps Bay,29999000,442,3.5,3,4
Woodstock,3295000,148,2,3,2
Plumstead,1400000,77,1,2,None
Vredehoek,6950000,262,2,3,2
De Waterkant,2950000,49,1,1,1
Sea Point,1495000,None,1,1,None
Constantia,36000000,4 000,7.5,8,18
Constantia,36000000,10 109,4.5,4,5
Pinati,750000,153,1,2,1
Claremont Upper,16500000,769,5,5,4
Sea Point,2250000,None,1,0.5,None
Claremont Upper,7999000,496,4.5,4,2
Camps Bay,16900000,326,3.5,3,None
Kenilworth Upper,16900000,1 059,5,5,4
Sea Point,1625000,56,None,1,None
Muizenberg,1290000,68,1,1,None
Green Point,10750000,1 023,2,4,1
Newlands,7650000,991,2,4,3
Claremont Upper,3650000,90,2,2,1
Rondebosch,2800000,77,1,2,1
Camps Bay,16500000,625,4,4,2
Plumstead,2595000,495,2,3,5
Green Point,2145000,65,1,2,1
Camps Bay,11900000,837,5.5,6,5
Vredehoek,4950000,128,2,2,2
Claremont,4795000,325,3,3,4
Plumstead,3990000,150,2,3,None
Camps Bay,26000000,330,3.5,3,2
Diep River,2095000,88,1,2,1
Cape Town City Centre,2650000,83,1,1,1
Kenilworth Upper,2239000,66,2,2,1
Green Point,3100000,78,1,2,None
Muizenberg,1375000,201,2,3,1
Salt River,1400000,68,1,None,1
Sea Point,2195000,48,1,1,1
Vredehoek,3595000,80,1,2,1
Nieuwe Steenberg,5995000,235,3.5,3,2
De Waterkant,3250000,57,1,1,1
Sea Point,3995000,101,1.5,2,1
Clifton,6900000,79,1,1,None
Cape Town City Centre,2995000,109,2,2,2
Newlands,12750000,916,2,3,4
Oranjezicht,13900000,595,4,4,2
Rosebank,4700000,545,3,5,2
Wynberg Upper,1930000,123,2,3,2
Tokai,2150000,72,2,2,1
Sea Point,6250000,140,3,3,2
Sea Point,4600000,109,2,2,1
Wynberg,1950000,335,1.5,3,3
Constantia,7250000,498,2,2,2
Constantia,4195000,233,2,2,2
Sea Point,5990000,102,2.5,2,None
Mouille Point,2150000,None,1,1,1
Cape Town City Centre,1990000,None,1,1,2
Claremont Upper,2999999,121,1,2,1
Newfields,2450000,557,3,7,2
Punts Estate,2750000,500,2,3,2
Belthorne Estate,2500000,535,1,3,4
Woodstock,1295000,60,1,1,1
Sea Point,4995000,135,2.5,3,None
Bantry Bay,15750000,231,3,3,None
Gardens,2799000,60,1,2,1
Sea Point,4995000,248,2,3,2
Cape Town City Centre,1590000,43,1,0.5,None
Stonehurst Mountain Estate,7450000,461,2.5,3,4
Stonehurst Mountain Estate,7450000,461,2.5,3,4
Claremont Upper,3300000,296,2,3,None
Cape Town City Centre,2650000,52,1,1,1
Zonnebloem,1450000,72,2,3,1
Sea Point,3250000,109,1.5,2,1
Maitland,435000,30,1,None,1
Zonnebloem,3127200,83,1,1,1
De Waterkant,3795000,100,2,2,None
Kalk Bay,3500000,60,1.5,1,1
Camps Bay,73000000,728,8,8,4
Kalk Bay,2975000,86,1,1,None
Kenwyn,3250000,689,1.5,3,None
Muizenberg,1350000,261,1,3,3
Tamboerskloof,4995000,120,1,2,1
De Waterkant,5990000,71,2,None,2
De Waterkant,9000000,250,2.5,2,3
Camps Bay,42000000,685,7,6,11
Camps Bay,15000000,455,3.5,4,4
Maitland,700000,55,1,2,1
Rondebosch Village,1295000,54,1,1,None
Camps Bay,14500000,None,4,4,2
Cape Town City Centre,5000000,83,1,1,1
Cape Town City Centre,1895000,36,1,1,None
Vredehoek,6950000,222,3,3,4
Observatory,3995000,94,2,3,1
Oranjezicht,2699000,133,1,2,None
De Waterkant,2999999,57,1,1,1
Rondebosch Village,2600000,117,2,3,2
Observatory,1895000,60,2,2,1
Cape Town City Centre,2650000,72,2,2,2
St James,10500000,906,3,4,1
Green Point,3200000,116,1,2,None
Bridgetown,1100000,None,1,2,2
Fresnaye,13000000,492,2,3,4
Green Point,8950000,584,2,4,2
Woodstock,1295000,60,1,1,1
Sea Point,2400000,48,1,1,None
Cape Town City Centre,4875000,83,2,2,1
Green Point,2875000,61,1,1,1
Schaap Kraal,3999000,4 106,2,4,None
Muizenberg,1250000,None,2,3,1
Mowbray,1570000,69,1,1,None
Plumstead,995000,None,1,1,1
Sea Point,1800000,49,1,1,None
Green Point,2395000,44,1,2,1
Rondebosch,3300000,66,1,1,1
Observatory,1350000,None,1,1,1
None,,None,None,None,None
Ottery,1050000,None,1,2,1
Thornton,720000,None,1,1,1
Newlands,5950000,231,2.5,3,4
Fresnaye,4295000,128,2,2,1
Sea Point,3300000,101,1.5,2,None
Vredehoek,2595000,73,2,2,2
Oranjezicht,2350000,70,1,2,None
Fresnaye,3799000,120,1,2,1
Constantia,13650000,781,3,3,2
Mouille Point,35000000,449,4.5,3,3
Woodstock,4295000,478,4,6,2
Newlands,7450000,1 202,3.5,4,5
Gardens,2580000,98,1,3,None
Foreshore,2450000,88,1,1,1
Constantia,15000000,2 022,4,4,5
Sea Point,1690000,60,1,1,None
Sea Point,7495000,124,2,3,2
Sea Point,30000000,435,3.5,3,3
Kirstenhof,2250000,258,2,3,2
Capricorn,849000,45,1,2,1
Kenilworth,1600000,83,1,2,1
Claremont Upper,4400000,800,3,5,4
Wynberg Upper,1250000,87,2,2,1
Three Anchor Bay,6700000,123,2,3,2
Muizenberg,1475000,None,1.5,2,1
Pinelands,2995000,870,1,3,2
Kenilworth,2950000,579,1,4,10
Green Point,2600000,44,1,0.5,1
Bergvliet,3650000,833,1,3,2
Wetton,9800000,4 365,4.5,5,10
Kenilworth Upper,4995000,191,2,3,2
Walmer Estate,3750000,308,None,None,None
Mouille Point,3800000,86,1,2,1
Muizenberg,1350000,88,1,3,1
Cape Town City Centre,1295000,42,1,0.5,None
Tokai,3495000,465,3,4,None
Muizenberg,975000,58,1,2,None
Rondebosch,2095000,46,1,1,1
Constantia,7995000,1 770,2.5,3,9
Kenilworth,2549000,248,2,3,2
Wynberg Upper,4950000,311,2,3,3
Muizenberg,1350000,88,2,3,1
Plumstead,1699000,68,2,2,1
Plumstead,,610,1,3,None
Wynberg Upper,2375000,74,2,2,2
Cape Town City Centre,2275000,36,1,0.5,1
Newlands,6850000,272,2.5,3,2
